"Timestamp","Conductivity (uS/cm)","Specific Conductance (uS/cm)","Dissolved Oxygen (%)","pH_1 (Units)","Temperature (C)","Comment","Site","Folder","Unit ID"
"12/29/2017 10:57:46","103.3","113.1","94","7.27","20.5","","LYON","LYON","STD"
"12/29/2017 10:57:51","103.3","113","93.6","7.26","20.5","","LYON","LYON","STD"
"12/29/2017 10:57:56","103.3","113","93.5","7.26","20.5","","LYON","LYON","STD"
"12/29/2017 10:58:01","103.2","112.9","94","7.26","20.5","","LYON","LYON","STD"
"12/29/2017 10:58:06","103.3","113","94.5","7.26","20.5","","LYON","LYON","STD"
"12/29/2017 10:58:11","103.4","113.1","94.5","7.26","20.5","","LYON","LYON","STD"
"12/29/2017 10:58:16","103.3","113","94.2","7.26","20.5","","LYON","LYON","STD"
"12/29/2017 10:58:21","103.3","113","94.3","7.25","20.5","","LYON","LYON","STD"
"12/29/2017 10:58:26","103.4","113.1","94.6","7.25","20.5","","LYON","LYON","STD"
"12/29/2017 10:58:31","103.3","113","95","7.25","20.5","","LYON","LYON","STD"
"12/29/2017 10:58:36","103.4","113.1","94.3","7.25","20.5","","LYON","LYON","STD"
"12/29/2017 10:58:41","103.3","113.1","94.1","7.24","20.5","","LYON","LYON","STD"
"12/29/2017 10:58:46","103.2","112.9","94.6","7.23","20.5","","LYON","LYON","STD"
"12/29/2017 10:58:51","103.3","113.1","94.5","7.24","20.5","","LYON","LYON","STD"
"12/29/2017 10:58:56","103.4","113.1","94.2","7.24","20.5","","LYON","LYON","STD"
"12/29/2017 10:59:01","103.3","113","93.6","7.23","20.5","","LYON","LYON","STD"
"12/29/2017 10:59:06","103.2","112.9","94.4","7.23","20.5","","LYON","LYON","STD"
"12/29/2017 10:59:11","103.3","113","95","7.23","20.5","","LYON","LYON","STD"
"12/29/2017 10:59:16","103.3","113","95","7.23","20.5","","LYON","LYON","STD"
"12/29/2017 10:59:21","103.4","113.1","95.1","7.22","20.5","","LYON","LYON","STD"
"12/29/2017 10:59:26","103.4","113.1","94.7","7.23","20.5","","LYON","LYON","STD"
"12/29/2017 10:59:31","103.4","113.1","93.9","7.22","20.5","","LYON","LYON","STD"
"12/29/2017 10:59:36","103.3","113","94.1","7.22","20.5","","LYON","LYON","STD"
"12/29/2017 10:59:41","103.4","113.1","94.1","7.22","20.5","","LYON","LYON","STD"
"12/29/2017 10:59:46","103.3","113","94.6","7.23","20.5","","LYON","LYON","STD"
"12/29/2017 10:59:51","103.4","113.1","93.9","7.22","20.5","","LYON","LYON","STD"
"12/29/2017 10:59:56","103.5","113.2","94.4","7.22","20.5","","LYON","LYON","STD"
"12/29/2017 11:00:01","103.4","113","94.4","7.22","20.5","","LYON","LYON","STD"
"12/29/2017 11:00:06","103.4","113.1","94.8","7.22","20.5","","LYON","LYON","STD"
"12/29/2017 11:00:11","103.4","113.1","94.9","7.22","20.5","","LYON","LYON","STD"
"12/29/2017 11:00:16","103.4","113.1","94.7","7.22","20.5","","LYON","LYON","STD"
"12/29/2017 11:00:21","103.4","113","94","7.22","20.5","","LYON","LYON","STD"
"12/29/2017 11:00:26","103.4","113.1","94.6","7.22","20.5","","LYON","LYON","STD"
"12/29/2017 11:00:31","103.5","113.2","94.8","7.21","20.5","","LYON","LYON","STD"
"12/29/2017 11:00:36","103.4","113.1","94.6","7.21","20.5","","LYON","LYON","STD"
"12/29/2017 11:00:41","103.5","113.2","94.9","7.22","20.5","","LYON","LYON","STD"
"12/29/2017 11:00:46","103.5","113.2","94.4","7.21","20.5","","LYON","LYON","STD"
"12/29/2017 11:00:51","103.4","113.1","94.1","7.22","20.5","","LYON","LYON","STD"
"12/29/2017 11:00:56","103.5","113.2","94","7.21","20.5","","LYON","LYON","STD"
"12/29/2017 11:01:01","103.5","113.2","94.2","7.21","20.5","","LYON","LYON","STD"
"12/29/2017 11:01:06","103.5","113.2","94.4","7.22","20.5","","LYON","LYON","STD"
"12/29/2017 11:01:11","103.5","113.2","95","7.21","20.5","","LYON","LYON","STD"
"12/29/2017 11:01:16","103.5","113.2","95","7.21","20.5","","LYON","LYON","STD"
"12/29/2017 11:01:21","103.5","113.2","94.5","7.21","20.5","","LYON","LYON","STD"
"12/29/2017 11:01:26","103.5","113.2","94.1","7.2","20.5","","LYON","LYON","STD"
"12/29/2017 11:01:31","103.5","113.2","94","7.2","20.5","","LYON","LYON","STD"
"12/29/2017 11:01:36","103.5","113.2","93.2","7.2","20.5","","LYON","LYON","STD"
"12/29/2017 11:01:41","103.5","113.2","93.3","7.2","20.5","","LYON","LYON","STD"
"12/29/2017 11:01:46","103.5","113.2","94.2","7.2","20.5","","LYON","LYON","STD"
"12/29/2017 11:01:51","103.5","113.2","94.4","7.2","20.5","","LYON","LYON","STD"
"12/29/2017 11:01:56","103.5","113.2","94","7.19","20.5","","LYON","LYON","STD"
"12/29/2017 11:02:01","103.5","113.2","94.4","7.19","20.5","","LYON","LYON","STD"
"12/29/2017 11:02:06","103.5","113.2","94.4","7.2","20.5","","LYON","LYON","STD"
"12/29/2017 11:02:11","103.5","113.2","94.6","7.19","20.5","","LYON","LYON","STD"
"12/29/2017 11:02:16","103.5","113.1","94.7","7.2","20.5","","LYON","LYON","STD"
"12/29/2017 11:02:21","103.5","113.2","94.2","7.2","20.5","","LYON","LYON","STD"
"12/29/2017 11:02:26","103.5","113.2","94.4","7.2","20.5","","LYON","LYON","STD"
"12/29/2017 11:02:31","103.5","113.2","94.2","7.2","20.5","","LYON","LYON","STD"
"12/29/2017 11:02:36","103.5","113.1","94.6","7.2","20.5","","LYON","LYON","STD"
"12/29/2017 11:02:41","103.6","113.2","94.4","7.2","20.5","","LYON","LYON","STD"
"12/29/2017 11:02:46","103.6","113.2","94.2","7.2","20.5","","LYON","LYON","STD"
"12/29/2017 11:02:51","103.5","113.2","94.2","7.2","20.5","","LYON","LYON","STD"
"12/29/2017 11:02:56","103.6","113.3","93.7","7.19","20.5","","LYON","LYON","STD"
"12/29/2017 11:03:01","103.5","113.2","94.3","7.19","20.5","","LYON","LYON","STD"
"12/29/2017 11:03:06","103.5","113.2","94.7","7.19","20.5","","LYON","LYON","STD"
"12/29/2017 11:03:11","103.5","113.2","94.6","7.19","20.5","","LYON","LYON","STD"
"12/29/2017 11:03:16","103.6","113.2","94.5","7.19","20.5","","LYON","LYON","STD"
"12/29/2017 11:03:21","103.5","113.1","94.3","7.19","20.5","","LYON","LYON","STD"
"12/29/2017 11:03:26","103.6","113.2","94.7","7.19","20.5","","LYON","LYON","STD"
"12/29/2017 11:03:31","103.6","113.3","94.4","7.19","20.5","","LYON","LYON","STD"
"12/29/2017 11:03:36","103.5","113.2","94","7.18","20.5","","LYON","LYON","STD"
"12/29/2017 11:03:41","103.6","113.3","93.9","7.18","20.5","","LYON","LYON","STD"
"12/29/2017 11:03:46","103.7","113.3","94.1","7.19","20.5","","LYON","LYON","STD"
"12/29/2017 11:03:51","103.9","113.6","94.4","7.18","20.5","","LYON","LYON","STD"
"12/29/2017 11:03:56","103.6","113.3","93.7","7.19","20.5","","LYON","LYON","STD"
"12/29/2017 11:04:01","103.5","113.2","94.2","7.18","20.5","","LYON","LYON","STD"
"12/29/2017 11:04:06","103.5","113.2","93.8","7.18","20.5","","LYON","LYON","STD"
"12/29/2017 11:04:11","103.7","113.4","94.2","7.18","20.5","","LYON","LYON","STD"
"12/29/2017 11:04:16","103.6","113.3","94.6","7.17","20.5","","LYON","LYON","STD"
"12/29/2017 11:04:21","103.6","113.2","94.3","7.18","20.5","","LYON","LYON","STD"
"12/29/2017 11:04:26","103.5","113.2","94","7.17","20.5","","LYON","LYON","STD"
"12/29/2017 11:04:31","103.7","113.4","93.8","7.17","20.5","","LYON","LYON","STD"
"12/29/2017 11:04:36","103.6","113.3","94.5","7.17","20.5","","LYON","LYON","STD"
"12/29/2017 11:04:41","103.6","113.2","94.4","7.17","20.5","","LYON","LYON","STD"
"12/29/2017 11:04:46","103.7","113.4","94.4","7.17","20.5","","LYON","LYON","STD"
"12/29/2017 11:04:51","103.7","113.3","93.7","7.17","20.5","","LYON","LYON","STD"
"12/29/2017 11:04:56","103.7","113.3","93.5","7.17","20.5","","LYON","LYON","STD"
"12/29/2017 11:05:01","103.6","113.3","93.6","7.18","20.5","","LYON","LYON","STD"
"12/29/2017 11:05:06","103.7","113.3","94.8","7.17","20.5","","LYON","LYON","STD"
"12/29/2017 11:05:11","103.7","113.3","94.8","7.17","20.5","","LYON","LYON","STD"
"12/29/2017 11:05:16","103.7","113.4","94.4","7.17","20.5","","LYON","LYON","STD"
"12/29/2017 11:05:21","103.6","113.3","94.8","7.16","20.5","","LYON","LYON","STD"
"12/29/2017 11:05:26","103.6","113.3","94.8","7.17","20.5","","LYON","LYON","STD"
